amount,account_age,failed_logins,location_risk,device_trust,fraud
34665,84,17,93,69,1
89342,71,3,71,56,1
22984,43,12,65,44,1
17299,104,0,58,85,0
60138,7,3,48,37,0
57886,92,1,97,53,0
49394,83,3,58,35,1
78115,63,15,22,66,1
34278,84,3,2,78,0
12765,44,8,55,10,0
634,39,16,57,97,1
91928,40,19,87,26,1
36232,7,1,61,86,0
36210,70,2,17,16,0
58854,25,14,60,86,1
63680,105,6,36,97,0
22569,59,3,53,84,0
64116,13,11,94,32,1
46333,103,0,77,4,1
66808,104,16,64,80,1
58332,86,3,13,61,0
93550,113,3,4,64,0
86537,81,8,94,70,1
34509,112,9,94,66,0
19424,86,18,93,89,1
8838,98,18,99,79,1
24154,62,14,61,79,0
29809,8,16,0,43,1
85743,113,6,62,13,1
463,45,2,66,89,0
10458,18,4,19,90,0
3340,88,15,42,56,1
72301,60,6,84,47,1
45789,118,15,93,16,1
2036,60,8,41,43,0
91174,106,0,93,3,1
44065,2,2,68,80,0
77634,66,7,73,96,1
982,91,17,87,29,1
20324,14,17,38,84,1
30925,48,18,61,80,1
70840,103,6,47,74,0
28985,117,19,5,54,1
40156,117,5,73,29,0
3303,56,10,41,17,0
60341,12,4,57,83,0
2344,96,11,42,97,1
98422,92,0,9,91,0
68719,55,18,88,72,0
21684,28,10,77,43,0
8621,110,14,38,61,1
50117,89,15,12,30,1
33641,4,2,74,15,1
29163,90,10,38,94,0
70368,36,10,10,92,0
65052,50,9,15,76,0
93154,3,1,32,22,0
39663,1,19,59,13,1
39852,17,4,95,1,0
95333,71,7,58,11,0
2667,62,12,73,57,1
16221,48,14,50,91,1
1774,62,1,14,95,0
76511,69,11,79,55,1
66375,19,7,42,23,0
67181,103,18,26,36,1
29240,110,0,55,28,0
9427,34,7,59,41,0
70763,99,9,95,17,1
23431,49,12,69,2,1
23104,80,4,46,76,0
10592,104,8,99,12,1
54897,114,9,7,28,0
58195,47,13,62,65,1
13849,103,10,88,58,0
63317,91,13,6,91,1
89144,105,2,80,47,1
9145,102,15,93,3,1
20216,114,19,1,50,1
18767,50,16,16,4,1
75157,89,4,3,38,0
74305,26,6,25,40,0
27402,56,16,77,4,1
11383,78,19,71,7,1
31035,14,10,68,97,1
72634,78,11,4,55,1
94442,25,1,4,24,0
31724,100,18,90,90,1
13540,4,4,68,51,0
46601,111,10,2,51,0
87433,79,18,37,6,1
1369,32,6,93,60,0
7968,82,5,0,99,0
30351,78,10,7,95,1
78009,65,13,12,84,1
84623,106,3,83,46,1
38829,61,7,69,81,0
15834,20,8,49,65,0
42529,74,1,7,58,0
41437,10,10,29,4,0
40425,88,19,39,43,1
83700,34,6,78,41,1
62614,61,3,73,60,0
8533,92,13,32,62,1
9211,27,0,72,49,1
63853,40,11,51,37,1
80683,65,18,32,91,1
73720,33,4,72,94,1
21851,68,7,77,53,0
16553,71,10,95,43,0
85944,9,3,36,23,1
39068,16,14,69,62,1
30177,5,19,68,96,1
34875,98,11,3,38,1
58244,23,19,59,11,0
48670,43,9,79,62,0
46197,114,15,73,8,1
24603,89,7,30,78,0
2879,57,19,94,86,1
86940,51,7,13,21,0
855,13,5,76,35,0
39363,24,2,59,73,0
55187,11,7,67,27,0
42381,52,9,25,55,0
51582,115,4,23,98,0
54957,17,10,55,28,0
17500,37,3,8,4,0
40215,13,16,34,3,1
14349,62,2,78,50,0
46925,91,17,23,14,1
24700,84,7,30,93,0
37806,97,11,82,59,1
19322,106,15,65,25,1
99141,96,13,65,22,1
41239,8,15,40,28,1
41402,56,3,35,85,0
94784,93,0,33,98,0
87938,104,0,38,56,1
68259,83,14,82,61,1
8746,70,19,22,58,1
13643,44,19,79,47,1
94596,60,2,43,81,0
22885,103,13,69,34,1
78453,112,8,57,45,1
31506,41,18,58,32,1
89092,21,7,25,70,0
51528,86,1,21,97,1
23877,42,3,87,9,1
58039,74,0,39,87,0
53126,74,10,84,88,0
86550,116,4,93,47,0
29653,29,1,10,43,0
23648,80,12,8,90,1
63321,65,16,11,69,1
37365,17,16,25,62,1
40801,30,17,37,48,1
51387,26,8,2,71,0
6827,53,5,96,84,0
50817,110,19,14,40,1
32527,19,2,46,82,0
16792,53,7,4,97,0
31725,85,2,53,38,0
25018,17,0,23,22,0
41236,46,19,10,12,1
52509,104,12,32,52,1
15677,85,4,86,91,0
85255,53,15,73,69,0
99346,105,15,56,56,1
81831,104,11,51,75,1
27789,64,12,63,66,1
11254,45,3,42,47,0
95048,49,8,91,19,1
21441,19,15,80,61,1
97654,71,0,43,44,0
74781,81,4,89,62,1
46430,65,4,88,7,1
87859,37,18,35,25,1
68516,70,8,11,37,0
86907,26,7,55,91,0
33413,2,18,2,98,1
47000,59,17,49,40,0
78940,96,14,28,1,1
34795,112,3,87,6,1
30325,118,14,82,24,1
86172,5,12,76,50,1
96467,37,17,15,49,1
49256,31,19,39,95,1
77309,76,4,26,63,0
87553,99,17,69,11,1
27929,94,7,41,52,0
81008,48,0,56,74,0
26038,6,18,9,9,1
59264,15,16,37,60,1
54630,15,1,7,54,1
68299,61,18,17,98,0
60382,16,15,95,67,1
47901,20,17,16,41,1
9565,77,1,57,65,0
3426,44,5,65,43,0
3759,42,6,43,27,0
60389,46,5,83,77,0
27694,95,5,73,57,0
4863,34,8,8,92,1
88757,64,7,47,1,0
10928,29,8,38,54,0
47688,3,11,88,33,1
11321,9,17,88,96,1
11311,75,5,87,19,1
13669,75,3,5,46,0
96994,25,6,29,93,0
37960,86,17,73,25,1
71658,42,19,94,83,1
45437,46,4,17,0,0
52411,73,17,42,64,1
13615,84,9,32,88,0
71795,59,7,52,96,0
87327,21,0,55,86,0
25004,74,14,18,74,1
60035,22,2,86,14,1
43890,29,14,68,13,1
68680,63,13,25,54,1
75248,73,0,28,0,0
5736,61,7,23,32,0
77229,64,6,5,69,0
2992,69,8,53,55,1
21772,40,17,38,22,1
5912,75,11,3,53,1
96721,1,7,57,89,1
754,117,7,47,2,0
54733,106,5,59,45,1
17243,65,2,25,5,0
56034,62,1,78,24,0
67434,54,13,76,16,0
29187,103,7,39,27,0
11718,60,5,85,31,0
8546,46,3,76,92,0
87282,5,4,55,22,0
48967,113,12,38,15,1
51128,22,8,80,95,0
60201,90,12,99,25,1
27300,53,8,38,32,0
95207,70,15,47,57,1
88174,32,11,24,47,0
61565,112,1,33,82,0
86536,11,18,20,54,1
87992,10,15,24,40,1
88659,111,12,88,61,1
39248,39,4,21,16,1
83028,119,5,22,58,0
20798,98,16,24,13,1
42570,31,16,77,81,1
92171,12,16,77,20,1
51760,115,2,25,62,1
54010,108,12,29,45,1
35550,80,11,89,54,1
56563,38,5,37,61,0
33857,67,12,85,38,1
78112,66,13,33,41,1
70347,52,6,88,47,1
72115,5,4,99,27,1
31490,11,13,76,83,1
56216,25,17,92,5,1
13261,35,3,72,58,0
32252,35,0,14,89,0
80271,22,6,94,69,1
95933,37,19,43,38,1
20936,86,12,90,56,0
90467,55,3,94,53,1
66643,75,12,9,59,0
55748,96,3,36,89,0
26431,99,2,6,16,0
10863,95,7,31,39,0
69544,109,19,10,65,1
93209,117,7,47,84,0
19287,72,16,91,53,1
12057,64,14,67,70,1
4479,20,3,47,43,1
28059,106,5,44,83,1
82118,98,5,94,66,1
27205,4,9,92,56,0
977,18,3,32,35,1
48453,51,8,3,56,0
83888,68,15,46,42,1
96970,20,6,89,43,0
84685,9,13,52,61,1
83408,80,5,30,82,0
51667,26,0,30,60,0
58013,102,17,26,93,1
2737,25,11,88,10,0
72878,68,14,47,76,1
42125,41,0,35,32,0
99608,59,14,48,65,1
82564,45,14,30,22,1
28842,41,15,43,48,1
11931,38,0,58,19,0
85192,117,2,22,93,0
90979,19,11,98,14,1
88470,14,6,67,65,1
46862,21,4,91,29,0
99058,15,0,41,88,0
88841,3,0,41,3,0
18930,37,14,12,63,1
55144,117,7,0,64,0
74048,114,10,75,7,1
69302,46,13,52,51,1
37145,16,12,39,13,1
86422,14,18,89,57,1
71151,9,11,45,10,1
26727,111,18,86,58,1
15298,7,3,21,23,0
69621,14,3,51,87,0
29575,6,2,27,31,0
19503,85,5,52,88,0
3781,15,4,62,45,0
91655,52,10,16,27,0
93222,72,8,63,15,1
42392,34,2,5,41,0
5729,104,8,13,15,0
93346,1,11,16,99,1
95964,96,2,37,11,0
77914,113,19,68,75,1
8517,115,16,12,61,1
34865,69,11,52,33,1
74599,94,17,8,37,1
56674,86,3,43,83,0
90645,20,9,25,46,0
27775,80,17,76,78,1
72367,7,7,18,21,0
40663,7,8,47,79,0
11432,50,18,80,87,1
19277,114,12,79,2,1
89354,2,5,29,0,0
68547,47,6,31,52,0
57204,14,5,77,63,0
84435,31,10,78,43,1
80830,50,16,75,46,1
5051,61,18,74,37,0
28433,41,11,68,62,1
21773,14,12,10,80,1
40970,5,17,97,40,1
71201,75,6,82,20,1
22921,104,4,25,44,0
25594,5,15,25,12,1
99577,64,3,16,65,0
74260,29,0,94,65,1
935,75,3,82,42,1
18746,5,2,43,61,0
77460,113,3,83,88,1
37435,118,0,22,91,1
69451,96,11,24,47,1
2529,36,12,91,25,1
42050,79,1,36,98,0
60754,19,8,75,91,0
68243,64,6,64,60,0
91286,22,12,1,61,1
97989,34,1,73,96,1
77627,56,0,97,81,1
86804,17,17,31,13,1
31199,76,6,88,53,0
39485,89,17,73,40,1
36019,56,18,54,59,1
97052,17,7,49,8,0
60882,74,11,64,43,1
71216,92,10,31,55,0
72690,82,8,36,93,0
89726,115,3,75,2,1
40487,18,6,81,97,0
15923,45,16,93,96,1
46115,96,10,12,90,0
15439,78,1,53,58,0
3591,56,17,2,72,1
806,80,11,84,12,1
97593,50,8,41,29,0
15828,58,10,77,52,0
7097,18,4,39,79,0
60508,80,6,73,50,0
58197,81,0,65,41,0
38623,7,4,59,25,1
25263,76,5,10,58,0
17818,98,12,0,68,1
87608,10,10,25,90,0
83867,69,7,41,78,0
39719,85,19,61,91,0
12226,3,1,60,2,0
89231,83,14,76,40,1
65026,109,9,91,0,1
40733,44,7,99,64,0
77754,99,1,84,69,1
3417,70,14,61,74,1
45080,14,5,73,49,0
44215,4,4,11,79,1
61746,109,2,26,96,0
43258,115,10,66,87,0
56063,18,10,27,58,0
47731,93,15,65,95,1
49416,99,2,27,73,0
59442,52,8,94,62,1
15604,38,2,20,24,1
68693,80,18,6,9,1
26760,20,10,94,76,1
37296,88,13,13,0,1
66038,99,1,38,98,0
8705,44,6,72,13,1
57488,51,9,86,20,0
81397,19,9,61,57,0
55601,68,19,11,37,1
53409,97,0,92,0,1
27143,66,5,37,83,0
33735,13,13,57,4,1
79415,62,1,55,43,0
80791,61,5,38,95,0
33232,109,0,85,64,0
89487,30,2,3,56,0
15466,98,3,47,44,0
94044,30,12,6,59,1
72207,51,2,59,65,0
62680,118,14,39,94,1
57989,88,12,7,46,1
79653,48,10,57,25,0
39336,108,3,56,8,0
4250,33,16,34,50,1
19523,105,4,72,93,0
4237,113,7,12,7,0
30092,74,9,38,4,0
94538,82,6,83,38,1
45021,19,16,20,67,1
79469,71,6,46,39,0
67017,57,18,82,35,1
73790,19,8,1,20,1
34335,88,1,43,96,0
79075,79,19,29,25,0
19222,41,18,86,74,1
24056,42,5,54,84,0
63979,87,9,39,85,0
58660,52,12,76,55,1
82900,116,1,96,56,1
68785,4,9,95,58,1
24760,102,9,91,6,1
86164,4,4,23,41,0
1268,5,3,41,12,0
45224,41,1,27,83,0
35997,108,6,93,78,0
15132,87,17,92,33,1
52897,104,16,97,99,1
35394,117,10,50,52,1
43927,101,17,21,45,1
3616,61,7,88,56,0
19851,75,11,77,60,1
30473,55,0,73,88,0
30370,75,19,73,55,1
10486,13,11,7,28,1
64917,14,5,13,91,0
65284,60,2,44,13,0
79793,72,4,37,67,0
37979,25,13,31,70,1
49697,82,11,61,12,1
39232,115,12,95,16,1
3726,44,12,66,28,1
86036,108,16,83,80,1
81615,82,14,60,99,1
77165,10,5,12,82,1
55490,71,11,86,89,1
16745,50,1,82,72,0
92060,44,3,79,1,1
54244,14,19,99,61,0
13482,15,11,98,19,1
4125,16,2,46,86,0
43326,2,16,53,81,1
79480,30,5,70,55,0
69811,30,16,51,89,1
96155,82,16,71,51,1
74810,31,10,24,24,0
3543,108,6,22,61,0
21495,112,1,73,16,0
10825,77,18,29,38,1
33561,20,1,96,9,1
41215,49,12,10,58,1
96987,114,15,34,24,0
83832,35,16,26,27,1
79890,23,10,66,89,0
79657,106,8,46,75,0
71360,97,8,49,60,0
28790,102,13,7,57,0
1507,99,12,54,43,1
73668,115,10,76,82,1
58660,100,11,41,22,1
47440,61,2,66,77,0
17894,84,0,19,16,0
19981,55,7,44,78,0
86392,67,18,34,84,1
95052,8,12,76,37,1
49803,40,6,19,29,0
44454,59,12,23,18,1
91388,32,5,56,31,0
78562,93,2,54,92,0
99401,7,5,8,85,0
14490,2,2,93,19,1
87575,85,12,88,63,1
27407,6,12,15,35,0
96464,92,12,54,64,1
94149,112,0,71,82,1
24602,106,7,57,42,0
95699,36,4,63,25,0
22586,32,19,91,6,1
38358,45,16,75,33,1
57816,42,8,87,35,0
97328,53,12,48,5,1
81594,110,12,28,36,1
82868,9,4,78,61,1
10848,75,13,81,85,1
62885,87,10,6,72,0
76150,114,13,76,59,1
22838,75,6,82,92,0
74331,49,16,68,63,1
73706,2,3,89,49,1
93401,67,9,1,51,0
41762,11,9,32,16,0
96397,50,14,47,59,0
82334,35,19,36,76,1
15223,15,11,88,80,1
25716,107,8,88,53,0
11282,75,2,29,9,0
90469,31,14,40,24,1
98978,92,11,3,17,1
62113,62,14,82,63,1
31431,28,0,90,78,0
46198,96,14,38,58,1
26228,25,10,23,26,0
31656,84,4,49,57,0
87605,92,6,36,60,0
21976,25,11,52,82,0
9049,75,19,24,78,1
52062,83,5,92,70,0
90154,92,2,30,42,0
71306,1,9,98,79,1
24199,59,3,91,87,0
12816,69,12,37,86,0
52711,74,18,57,10,1
38985,42,4,52,87,0
53244,110,17,49,4,1
65320,34,0,3,57,0
7937,100,15,91,38,1
49455,66,15,51,47,1
47399,18,15,30,93,1
19259,77,18,86,79,1
51112,115,15,77,19,1
59405,5,0,91,92,0
87196,20,19,13,80,1
17206,66,19,0,18,1
58223,75,9,42,59,0
8820,62,1,95,25,0
37761,94,13,58,78,1
93998,96,7,60,24,0
93894,32,5,40,14,0
87418,58,2,17,83,0
21220,50,15,59,93,1
19890,38,16,68,20,1
58755,55,11,78,46,1
59743,28,18,58,34,1
93548,74,19,41,43,0
47474,86,2,79,5,1
43007,119,12,99,74,0
50171,81,15,35,22,1
34912,22,10,39,38,0
49670,43,19,29,72,1
51001,83,15,86,17,1
60286,81,19,10,99,1
50351,88,1,24,39,0
65271,36,3,44,35,0
36260,96,3,50,27,0
19256,110,16,42,63,1
76308,52,0,65,82,0
80080,36,0,98,93,1
72420,28,4,46,57,0
18029,78,11,23,37,1
66706,58,5,76,78,0
88542,36,5,36,43,0
62659,70,16,55,75,1
54305,9,12,93,1,1
68575,21,7,74,72,0
64441,64,11,86,34,0
95477,76,14,45,0,1
42963,61,18,27,45,1
81937,94,19,92,59,1
65539,95,16,51,62,1
7294,40,8,14,94,0
71487,56,17,44,91,1
82014,4,1,57,44,0
66314,31,10,66,56,0
96276,27,19,72,36,1
99392,58,16,71,6,1
29877,25,17,96,15,1
26283,69,14,97,49,1
27545,70,6,72,13,1
67138,5,15,80,96,1
87301,115,0,40,5,0
16298,91,17,64,60,1
21511,8,7,39,20,0
50677,9,6,4,9,0
15967,15,1,93,31,0
62601,100,11,74,5,1
14366,105,15,27,1,1
39522,7,8,37,38,0
35308,96,19,80,48,1
31313,72,10,86,26,1
7467,111,14,17,55,1
79126,115,2,36,13,0
35462,15,12,26,22,1
51688,37,12,24,84,1
38385,83,1,68,50,0
74855,39,5,82,93,1
71946,6,5,26,24,0
36407,83,11,76,52,0
95267,57,3,53,87,1
80380,92,4,6,10,0
19967,81,7,89,34,0
56623,106,5,77,54,1
84261,19,2,26,57,0
6478,63,7,58,67,0
84785,31,18,71,36,1
77058,75,10,30,99,1
28026,79,17,98,76,1
98807,10,9,90,8,1
13280,107,19,67,27,1
92937,87,11,3,54,1
37031,67,19,17,45,1
24114,62,7,62,79,1
96572,3,18,86,69,1
79972,18,15,95,26,1
58602,25,17,75,9,1
87836,107,8,51,22,0
5570,20,3,83,20,0
96495,58,8,62,89,0
15053,93,1,44,44,0
38607,86,8,11,2,0
93069,50,8,7,58,1
91593,79,17,21,42,1
6623,103,10,90,98,0
87023,10,12,40,6,0
57290,21,5,40,26,0
47861,119,8,80,61,0
31269,116,15,56,41,0
45741,29,3,31,96,0
23090,96,1,96,3,1
29761,10,6,94,89,0
13519,13,14,54,61,1
14557,47,5,5,7,0
67700,23,10,38,83,0
76202,50,19,8,16,1
33185,87,16,31,4,1
97164,95,3,35,62,0
50754,4,18,15,8,1
6230,116,6,11,7,0
2142,113,10,40,6,1
70234,67,12,66,36,1
43082,85,2,57,99,0
98522,53,13,90,54,0
65285,2,1,90,66,0
33577,68,17,8,7,1
52809,65,4,16,68,0
28816,79,12,4,4,1
78237,57,12,25,16,1
36118,97,13,84,57,1
8161,70,11,0,62,1
8709,7,12,0,26,1
35471,19,17,34,75,1
83121,44,12,8,91,1
20905,63,3,86,67,0
7957,65,9,37,27,0
11720,39,4,3,88,0
8277,83,17,51,57,1
30211,109,7,18,49,0
88678,26,13,4,99,0
84281,44,1,91,66,1
90041,12,7,47,30,0
11926,22,15,86,11,1
13990,77,6,62,54,1
82528,92,2,37,3,0
58131,14,3,51,93,0
75120,86,6,86,41,1
5595,30,3,45,90,0
28581,44,8,81,53,0
11367,84,16,92,21,1
6843,108,16,91,0,1
54900,91,19,8,47,1
48873,38,13,49,42,1
57142,59,13,73,19,0
49576,42,12,65,17,1
92205,52,3,76,69,1
28652,63,12,37,48,0
65342,61,16,26,75,1
45872,105,14,19,16,1
43830,34,17,61,52,1
29048,39,10,73,21,0
76411,41,3,15,81,0
69193,108,19,78,9,1
69223,37,10,12,23,0
16635,65,9,19,83,0
66590,118,12,23,11,1
46662,79,7,49,3,0
89180,32,12,6,41,1
58635,8,8,86,4,1
99091,97,0,87,25,1
41369,18,0,28,99,1
80774,45,14,4,58,1
42562,93,3,34,61,0
3227,96,19,64,79,1
23247,33,0,99,4,1
45628,5,11,81,25,1
77195,82,10,69,82,0
69031,112,18,86,5,1
91025,74,14,73,23,1
66481,36,9,6,94,0
99568,97,0,43,94,0
63849,23,2,71,52,0
38772,40,13,12,6,1
13831,5,14,93,9,1
54612,34,0,81,38,1
98758,24,9,77,85,1
51124,17,0,74,77,0
3932,95,14,37,27,0
32432,71,2,12,41,0
12567,81,19,53,61,1
41125,92,11,43,51,1
13207,102,18,96,21,1
78094,22,15,12,56,1
94302,15,7,24,95,0
43581,101,13,23,10,1
2681,15,17,28,13,1
75218,114,0,99,30,1
51738,114,1,69,3,1
8518,25,11,17,21,1
93727,53,16,91,92,1
29213,21,1,4,98,0
84463,119,16,17,63,0
63144,102,6,62,76,0
80055,66,5,36,83,0
61130,91,5,70,82,0
11914,113,7,54,78,1
99440,32,4,72,89,1
10124,21,14,98,83,0
63388,68,6,11,60,1
57936,44,2,51,99,0
7535,83,9,56,5,0
67184,66,2,45,78,1
70701,90,13,43,67,1
88516,98,2,23,5,0
3507,14,0,8,65,0
99043,15,0,11,35,0
33040,20,18,99,14,1
5766,34,3,8,75,0
37222,36,1,21,39,0
25192,83,10,16,40,0
75745,9,11,32,6,1
26605,71,12,46,21,1
36813,30,15,87,71,1
54487,77,15,14,10,1
43269,91,18,92,1,1
73382,63,19,95,29,1
77611,108,19,32,67,1
51842,35,8,92,52,0
40622,13,15,14,88,1
81232,79,6,26,20,0
99497,46,12,97,24,1
3980,56,3,60,72,0
43554,9,12,67,71,1
55811,109,7,81,4,1
43639,87,1,84,91,1
68421,118,6,47,65,0
88085,36,10,7,84,0
14899,117,16,5,48,1
60202,104,13,62,7,1
50826,3,12,83,97,1
48884,98,14,1,86,1
43433,19,8,21,78,0
40928,28,2,20,26,0
69626,23,12,5,1,1
54462,104,12,95,27,1
54097,113,8,69,10,1
50441,109,17,12,45,1
19173,7,4,0,20,0
14649,105,10,21,41,0
83895,76,1,23,31,0
57020,14,16,63,31,1
85426,46,19,40,70,1
75615,15,3,93,21,0
20416,67,17,21,77,1
26283,15,19,60,76,1
93960,51,7,11,20,0
24724,88,18,89,21,1
62615,116,11,3,33,1
85881,110,10,82,9,1
46805,8,15,79,64,0
89426,69,4,11,64,0
26856,62,2,32,87,0
60490,51,11,20,66,1
68469,63,14,99,94,1
70921,68,15,72,42,1
9689,78,12,71,40,1
14216,16,6,83,12,0
73281,84,14,73,3,1
44886,24,2,95,22,0
94786,6,11,91,69,1
76525,119,7,73,33,1
30386,57,11,71,40,1
16094,31,17,51,17,1
90298,6,2,46,99,0
26739,99,11,96,89,1
17305,79,1,58,96,0
56777,29,13,46,32,1
33030,67,13,55,24,1
73413,75,3,12,51,0
93951,3,16,43,16,1
92609,28,14,34,50,1
18416,74,15,28,2,1
27404,114,4,55,54,0
96158,97,16,4,85,0
87976,48,6,66,55,0
85466,80,14,52,34,1
13503,10,16,59,67,1
80152,33,11,5,58,1
84727,100,10,47,91,0
73595,67,18,79,58,0
32032,69,10,34,12,0
96190,12,1,17,61,0
36801,57,14,10,93,1
3485,44,4,50,46,0
99326,13,17,22,75,1
57341,24,15,46,2,1
10467,44,3,74,20,0
65130,57,9,58,64,1
46605,96,1,56,17,0
33432,16,14,92,12,1
85278,96,3,55,70,0
76425,109,15,26,76,1
35368,101,6,72,80,0
86586,100,11,34,95,1
25663,21,2,54,92,0
36504,111,16,8,44,1
55282,76,8,17,61,0
33091,51,7,43,29,0
47763,21,5,20,74,1
65986,60,14,55,13,1
83948,51,9,47,52,1
24227,21,5,99,9,1
57792,107,14,0,71,1
94489,117,13,26,30,1
37600,6,18,44,5,1
33885,73,12,62,82,1
84246,65,13,57,18,1
89226,76,2,39,11,0
95079,58,3,62,63,0
48097,78,13,37,81,1
7270,6,13,28,54,1
13403,65,7,39,66,1
71843,86,9,18,8,0
77952,34,8,87,5,1
35287,56,13,55,0,1
65134,75,7,43,41,0
71876,3,10,64,92,0
1993,42,9,99,54,1
13853,62,17,86,48,1
38190,6,3,12,98,0
65022,6,3,29,98,0
76868,63,11,48,29,1
59512,20,17,74,34,1
56130,21,7,62,62,0
17609,2,2,70,21,0
68753,90,17,34,42,1
37029,95,6,10,27,0
48391,90,0,48,17,0
4142,56,12,39,31,1
62674,96,2,20,68,0
37301,10,2,46,53,1
92382,87,14,2,33,1
14116,70,18,29,30,0
25122,23,3,87,96,0
28038,92,12,66,3,1
43778,113,12,61,13,0
61820,30,14,36,14,1
56905,78,18,96,59,1
74423,37,15,21,19,1
2086,55,6,30,19,0
76578,96,2,45,48,0
83094,49,19,75,98,1
12261,34,1,44,67,0
20789,105,17,13,17,1
94799,44,10,11,23,0
61024,115,0,62,26,0
99373,22,15,90,32,0
74408,31,16,76,63,1
63845,7,15,87,24,1
1311,105,9,37,68,0
329,21,16,46,17,1
48642,16,2,53,44,0
14445,20,17,54,19,1
31919,43,18,47,34,1
47879,44,13,72,5,1
82521,47,1,71,90,1
92344,114,11,14,91,1
65684,19,10,70,74,0
20050,48,16,87,8,1
15273,96,5,15,51,0
58132,79,18,87,27,1
99373,69,12,42,18,1
28136,11,6,6,84,0
71456,79,10,42,62,0
14392,29,6,27,94,0
3152,114,12,65,6,1
44477,45,12,97,36,1
89417,68,0,59,88,0
67938,113,18,2,91,1
67919,36,18,0,35,1
15720,48,14,30,16,1
30561,87,13,55,89,1
20850,15,2,86,91,0
98526,110,19,83,36,1
88819,44,3,79,80,1
9572,67,6,45,59,0
69363,96,0,31,48,0
57702,74,18,80,80,1
25623,40,2,17,96,0
30866,102,19,67,55,1
66160,86,14,34,33,0
9179,14,12,99,86,1
8499,63,13,22,29,1
60826,81,6,78,26,0
93006,85,0,12,50,0
16632,51,12,77,8,1
82457,112,3,13,19,0
43262,79,11,36,86,1
3849,58,6,4,46,0
11453,15,1,21,18,0
28577,65,16,27,67,1
24670,88,0,3,76,0
86473,55,13,49,11,1
11537,119,0,28,72,0
38204,76,2,36,78,0
63470,10,10,34,84,1
4651,110,6,19,78,1
68459,106,8,34,4,0
54980,42,2,98,68,0
13016,116,0,83,24,0
80803,95,18,1,87,1
41545,11,1,57,30,0
47736,118,4,17,45,0
74027,16,16,93,33,1
78294,73,18,55,40,1
29785,111,4,63,77,0
51234,78,13,92,90,1
89016,19,9,51,67,0
94555,31,6,21,86,0
67947,73,7,92,37,0
40093,100,7,59,45,0
44433,53,6,9,68,1
58965,103,12,83,26,0
79196,118,13,79,42,1
49856,90,18,5,77,1
61292,8,10,80,70,0
60786,24,1,5,44,0
48833,8,16,85,17,1
26093,83,5,81,31,0
30592,111,8,95,1,1
21081,48,18,27,40,1
24243,30,4,41,19,0
77703,58,8,73,92,1
89552,86,6,40,57,0
60377,55,3,62,89,0
50090,73,17,21,37,0
62988,62,17,91,0,1
69451,108,19,78,68,1
97472,48,16,28,53,1
50099,4,3,70,13,1
70409,37,15,33,24,1
12546,8,4,95,8,1
30833,1,8,1,93,0
76100,92,1,25,82,0
48732,70,1,74,60,0
21676,47,3,88,51,0
3420,100,19,18,7,1
10850,117,19,19,15,1
53563,75,16,32,7,1
26672,5,19,80,22,1
18048,50,18,93,72,1
38926,24,2,81,95,0
89151,47,4,95,33,1
27967,18,9,3,17,0
60331,84,5,31,43,0
66362,28,2,18,14,1
91456,77,16,2,14,1
72333,5,9,91,92,1
44778,30,11,60,22,1
13063,1,0,37,86,0
64460,86,17,5,64,1
49534,82,18,55,85,1
66717,46,19,39,70,1
20369,69,3,80,31,0
76412,31,14,68,91,1
97452,70,8,82,31,1
79832,91,5,41,32,0
81594,56,11,98,42,1
89005,89,17,85,12,1
77325,93,14,87,91,1
82967,28,18,73,8,1
37628,16,8,1,61,0
79072,54,12,27,56,1
65702,53,15,16,47,1
96361,12,12,69,42,1
90848,20,0,68,66,0
33432,82,17,38,80,1
91037,34,2,6,97,0
79029,119,16,31,31,1
69306,53,4,3,72,0
91237,64,5,20,59,0
2351,23,16,31,0,1
45817,109,16,81,56,1
99208,27,0,96,83,1
27127,113,6,13,68,0
97482,17,15,69,84,1
86651,48,4,74,68,1
9683,21,15,45,67,1
50487,50,3,19,60,1
23204,40,10,92,7,1
12324,95,13,57,88,1
60724,3,12,98,6,1
56158,17,7,79,36,0
96472,61,19,47,41,0
29399,50,14,6,31,1
78672,90,17,39,16,1
85569,87,6,58,27,0
78028,6,18,35,69,1
73574,28,8,43,47,0
4241,72,10,30,53,0
23450,55,9,41,41,0
75182,58,13,43,35,1
70971,45,15,42,65,1
5177,72,7,42,30,1
46115,19,0,46,64,0
71247,102,11,5,2,1
59280,29,2,92,12,1
40957,23,1,90,30,1
59940,111,15,65,28,1
60002,32,3,85,56,0
5677,10,1,8,32,1
20102,91,11,10,52,1
50811,49,16,79,9,1
39551,65,19,76,62,1
99911,103,9,17,72,1
49203,29,19,24,64,1
28747,59,7,96,95,1
34931,45,17,73,96,1
96598,67,17,57,1,0
95219,51,17,29,1,1
66930,111,1,0,68,0
80732,101,11,62,73,1
36933,95,9,96,36,0
92964,11,7,78,1,1
24498,86,18,28,60,1
61654,82,9,65,39,0
50855,99,10,74,62,0
17806,6,13,52,24,1
22440,67,14,97,37,1
65094,62,9,18,36,0
63984,5,3,65,81,0
84461,9,6,83,26,1
17582,28,10,51,83,0
54325,83,2,30,49,0
58949,92,4,59,33,1
74954,91,1,67,43,0
41356,77,11,92,71,1
81210,38,4,29,3,0
14750,43,6,12,93,0
46218,117,3,14,51,0
29030,21,10,19,54,0
85807,91,8,33,99,1
